source_company_id,source_company_name,source_material_name,target_company_id,target_company_name,target_material_name,match_score,match_type,potential_value,ai_generated,generated_at
company_001,Saudi Aramco,Ethylene Glycol,company_002,SABIC,PVC Waste,0.7,specialty,540.0,True,2025-07-20T02:27:32.716230
company_001,Saudi Aramco,Ethylene Glycol,company_002,SABIC,Plastic Scraps,0.7,specialty,360.0,True,2025-07-20T02:27:32.716230
company_001,Saudi Aramco,Chemical Waste,company_002,SABIC,Aluminum,0.7,specialty,180.0,True,2025-07-20T02:27:32.760413
company_001,Saudi Aramco,Chemical Waste,company_002,SABIC,Aluminum,0.7,specialty,180.0,True,2025-07-20T02:27:32.760413
company_001,Saudi Aramco,Chemical Waste,company_002,SABIC,Aluminum,0.7,specialty,180.0,True,2025-07-20T02:27:32.760413
company_001,Saudi Aramco,Chemical Waste,company_002,SABIC,Steel Scrap,0.7,specialty,180.0,True,2025-07-20T02:27:32.760413
company_001,Saudi Aramco,Chemical Waste,company_002,SABIC,Generic Material - SABIC,0.7,specialty,180.0,True,2025-07-20T02:27:32.760413
company_001,Saudi Aramco,Chemical Waste,company_002,SABIC,Sulfuric Acid,0.7,specialty,180.0,True,2025-07-20T02:27:32.760413
company_001,Saudi Aramco,Chemical Waste,company_002,SABIC,Sodium Hydroxide,0.7,specialty,180.0,True,2025-07-20T02:27:32.761412
company_001,Saudi Aramco,Chemical Waste,company_002,SABIC,Ethylene Glycol,0.7,specialty,180.0,True,2025-07-20T02:27:32.761412
company_001,Saudi Aramco,Solvent Waste,company_002,SABIC,Aluminum,0.7,specialty,135.0,True,2025-07-20T02:27:32.818110
company_001,Saudi Aramco,Solvent Waste,company_002,SABIC,Aluminum,0.7,specialty,135.0,True,2025-07-20T02:27:32.818110
company_001,Saudi Aramco,Solvent Waste,company_002,SABIC,Aluminum,0.7,specialty,135.0,True,2025-07-20T02:27:32.818110
company_001,Saudi Aramco,Solvent Waste,company_002,SABIC,Steel Scrap,0.7,specialty,135.0,True,2025-07-20T02:27:32.818110
company_001,Saudi Aramco,Solvent Waste,company_002,SABIC,Generic Material - SABIC,0.7,specialty,135.0,True,2025-07-20T02:27:32.818110
company_001,Saudi Aramco,Solvent Waste,company_002,SABIC,Sulfuric Acid,0.7,specialty,135.0,True,2025-07-20T02:27:32.818110
company_001,Saudi Aramco,Solvent Waste,company_002,SABIC,Sodium Hydroxide,0.7,specialty,135.0,True,2025-07-20T02:27:32.818110
company_001,Saudi Aramco,Solvent Waste,company_002,SABIC,Ethylene Glycol,0.7,specialty,135.0,True,2025-07-20T02:27:32.818110
company_001,Saudi Aramco,Catalyst Waste,company_002,SABIC,Aluminum,0.7,specialty,720.0,True,2025-07-20T02:27:32.873352
company_001,Saudi Aramco,Catalyst Waste,company_002,SABIC,Aluminum,0.7,specialty,720.0,True,2025-07-20T02:27:32.873352
company_001,Saudi Aramco,Catalyst Waste,company_002,SABIC,Aluminum,0.7,specialty,720.0,True,2025-07-20T02:27:32.873352
company_001,Saudi Aramco,Catalyst Waste,company_002,SABIC,Steel Scrap,0.7,specialty,720.0,True,2025-07-20T02:27:32.873352
company_001,Saudi Aramco,Catalyst Waste,company_002,SABIC,Generic Material - SABIC,0.7,specialty,720.0,True,2025-07-20T02:27:32.873352
company_001,Saudi Aramco,Catalyst Waste,company_002,SABIC,Sulfuric Acid,0.7,specialty,720.0,True,2025-07-20T02:27:32.873352
company_001,Saudi Aramco,Catalyst Waste,company_002,SABIC,Sodium Hydroxide,0.7,specialty,720.0,True,2025-07-20T02:27:32.873352
company_001,Saudi Aramco,Catalyst Waste,company_002,SABIC,Ethylene Glycol,0.7,specialty,720.0,True,2025-07-20T02:27:32.873352
company_001,Saudi Aramco,Crude Oil,company_002,SABIC,Steel Scrap,0.7,specialty,72000.0,True,2025-07-20T02:27:32.921131
company_001,Saudi Aramco,Crude Oil,company_002,SABIC,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:32.921131
company_001,Saudi Aramco,Crude Oil,company_002,SABIC,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:32.921131
company_001,Saudi Aramco,Crude Oil,company_002,SABIC,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:32.921131
company_001,Saudi Aramco,Crude Oil,company_002,SABIC,PVC Waste,0.7,specialty,540.0,True,2025-07-20T02:27:32.921131
company_001,Saudi Aramco,Crude Oil,company_002,SABIC,Plastic Scraps,0.7,specialty,360.0,True,2025-07-20T02:27:32.921131
company_001,Saudi Aramco,Crude Oil,company_002,SABIC,Polymer Waste,0.7,specialty,450.0,True,2025-07-20T02:27:32.921131
company_001,Saudi Aramco,Crude Oil,company_002,SABIC,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:32.921131
company_001,Saudi Aramco,Natural Gas,company_002,SABIC,Steel Scrap,0.7,specialty,1350.0,True,2025-07-20T02:27:32.978881
company_001,Saudi Aramco,Natural Gas,company_002,SABIC,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:32.978881
company_001,Saudi Aramco,Natural Gas,company_002,SABIC,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:32.978881
company_001,Saudi Aramco,Natural Gas,company_002,SABIC,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:32.978881
company_001,Saudi Aramco,Natural Gas,company_002,SABIC,PVC Waste,0.7,specialty,540.0,True,2025-07-20T02:27:32.978881
company_001,Saudi Aramco,Natural Gas,company_002,SABIC,Plastic Scraps,0.7,specialty,360.0,True,2025-07-20T02:27:32.978881
company_001,Saudi Aramco,Natural Gas,company_002,SABIC,Polymer Waste,0.7,specialty,450.0,True,2025-07-20T02:27:32.978881
company_001,Saudi Aramco,Natural Gas,company_002,SABIC,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:32.978881
company_001,Saudi Aramco,Refinery Waste,company_002,SABIC,Aluminum,0.7,specialty,90.0,True,2025-07-20T02:27:33.026705
company_001,Saudi Aramco,Refinery Waste,company_002,SABIC,Aluminum,0.7,specialty,90.0,True,2025-07-20T02:27:33.026705
company_001,Saudi Aramco,Refinery Waste,company_002,SABIC,Aluminum,0.7,specialty,90.0,True,2025-07-20T02:27:33.026705
company_001,Saudi Aramco,Refinery Waste,company_002,SABIC,Steel Scrap,0.7,specialty,90.0,True,2025-07-20T02:27:33.026705
company_001,Saudi Aramco,Refinery Waste,company_002,SABIC,Generic Material - SABIC,0.7,specialty,90.0,True,2025-07-20T02:27:33.026705
company_001,Saudi Aramco,Refinery Waste,company_002,SABIC,Sulfuric Acid,0.7,specialty,90.0,True,2025-07-20T02:27:33.026705
company_001,Saudi Aramco,Refinery Waste,company_002,SABIC,Sodium Hydroxide,0.7,specialty,90.0,True,2025-07-20T02:27:33.026705
company_001,Saudi Aramco,Refinery Waste,company_002,SABIC,Ethylene Glycol,0.7,specialty,90.0,True,2025-07-20T02:27:33.026705
company_001,Saudi Aramco,Oil Sludge,company_002,SABIC,Steel Scrap,0.7,specialty,45.0,True,2025-07-20T02:27:33.097040
company_001,Saudi Aramco,Oil Sludge,company_002,SABIC,Chemical Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.097040
company_001,Saudi Aramco,Oil Sludge,company_002,SABIC,Solvent Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.097040
company_001,Saudi Aramco,Oil Sludge,company_002,SABIC,Catalyst Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.097040
company_001,Saudi Aramco,Oil Sludge,company_002,SABIC,PVC Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.097040
company_001,Saudi Aramco,Oil Sludge,company_002,SABIC,Plastic Scraps,0.7,specialty,45.0,True,2025-07-20T02:27:33.097040
company_001,Saudi Aramco,Oil Sludge,company_002,SABIC,Polymer Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.097040
company_001,Saudi Aramco,Oil Sludge,company_002,SABIC,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.097040
company_001,Saudi Aramco,Gas Waste,company_002,SABIC,Aluminum,0.7,specialty,18.0,True,2025-07-20T02:27:33.154227
company_001,Saudi Aramco,Gas Waste,company_002,SABIC,Aluminum,0.7,specialty,18.0,True,2025-07-20T02:27:33.154227
company_001,Saudi Aramco,Gas Waste,company_002,SABIC,Aluminum,0.7,specialty,18.0,True,2025-07-20T02:27:33.154227
company_001,Saudi Aramco,Gas Waste,company_002,SABIC,Steel Scrap,0.7,specialty,18.0,True,2025-07-20T02:27:33.154227
company_001,Saudi Aramco,Gas Waste,company_002,SABIC,Generic Material - SABIC,0.7,specialty,18.0,True,2025-07-20T02:27:33.154227
company_001,Saudi Aramco,Gas Waste,company_002,SABIC,Sulfuric Acid,0.7,specialty,18.0,True,2025-07-20T02:27:33.154227
company_001,Saudi Aramco,Gas Waste,company_002,SABIC,Sodium Hydroxide,0.7,specialty,18.0,True,2025-07-20T02:27:33.154227
company_001,Saudi Aramco,Gas Waste,company_002,SABIC,Ethylene Glycol,0.7,specialty,18.0,True,2025-07-20T02:27:33.154227
company_001,Saudi Aramco,Condensate,company_002,SABIC,Steel Scrap,0.7,specialty,3600.0,True,2025-07-20T02:27:33.230332
company_001,Saudi Aramco,Condensate,company_002,SABIC,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.230332
company_001,Saudi Aramco,Condensate,company_002,SABIC,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.230332
company_001,Saudi Aramco,Condensate,company_002,SABIC,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:33.230332
company_001,Saudi Aramco,Condensate,company_002,SABIC,PVC Waste,0.7,specialty,540.0,True,2025-07-20T02:27:33.230332
company_001,Saudi Aramco,Condensate,company_002,SABIC,Plastic Scraps,0.7,specialty,360.0,True,2025-07-20T02:27:33.230332
company_001,Saudi Aramco,Condensate,company_002,SABIC,Polymer Waste,0.7,specialty,450.0,True,2025-07-20T02:27:33.230332
company_001,Saudi Aramco,Condensate,company_002,SABIC,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.230332
company_001,Saudi Aramco,Industrial Water,company_002,SABIC,Steel Scrap,0.7,specialty,450.0,True,2025-07-20T02:27:33.312603
company_001,Saudi Aramco,Industrial Water,company_002,SABIC,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.312603
company_001,Saudi Aramco,Industrial Water,company_002,SABIC,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.312603
company_001,Saudi Aramco,Industrial Water,company_002,SABIC,Catalyst Waste,0.7,specialty,450.0,True,2025-07-20T02:27:33.312603
company_001,Saudi Aramco,Industrial Water,company_002,SABIC,PVC Waste,0.7,specialty,450.0,True,2025-07-20T02:27:33.312603
company_001,Saudi Aramco,Industrial Water,company_002,SABIC,Plastic Scraps,0.7,specialty,360.0,True,2025-07-20T02:27:33.312603
company_001,Saudi Aramco,Industrial Water,company_002,SABIC,Polymer Waste,0.7,specialty,450.0,True,2025-07-20T02:27:33.312603
company_001,Saudi Aramco,Industrial Water,company_002,SABIC,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.312603
company_001,Saudi Aramco,Steam,company_002,SABIC,Steel Scrap,0.7,specialty,900.0,True,2025-07-20T02:27:33.374726
company_001,Saudi Aramco,Steam,company_002,SABIC,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.374726
company_001,Saudi Aramco,Steam,company_002,SABIC,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.374726
company_001,Saudi Aramco,Steam,company_002,SABIC,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:33.374726
company_001,Saudi Aramco,Steam,company_002,SABIC,PVC Waste,0.7,specialty,540.0,True,2025-07-20T02:27:33.374726
company_001,Saudi Aramco,Steam,company_002,SABIC,Plastic Scraps,0.7,specialty,360.0,True,2025-07-20T02:27:33.374726
company_001,Saudi Aramco,Steam,company_002,SABIC,Polymer Waste,0.7,specialty,450.0,True,2025-07-20T02:27:33.374726
company_001,Saudi Aramco,Steam,company_002,SABIC,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.374726
company_001,Saudi Aramco,Compressed Air,company_002,SABIC,Steel Scrap,0.7,specialty,720.0,True,2025-07-20T02:27:33.435975
company_001,Saudi Aramco,Compressed Air,company_002,SABIC,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.435975
company_001,Saudi Aramco,Compressed Air,company_002,SABIC,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.435975
company_001,Saudi Aramco,Compressed Air,company_002,SABIC,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:33.435975
company_001,Saudi Aramco,Compressed Air,company_002,SABIC,PVC Waste,0.7,specialty,540.0,True,2025-07-20T02:27:33.435975
company_001,Saudi Aramco,Compressed Air,company_002,SABIC,Plastic Scraps,0.7,specialty,360.0,True,2025-07-20T02:27:33.435975
company_001,Saudi Aramco,Compressed Air,company_002,SABIC,Polymer Waste,0.7,specialty,450.0,True,2025-07-20T02:27:33.435975
company_001,Saudi Aramco,Compressed Air,company_002,SABIC,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.435975
company_001,Saudi Aramco,General Waste,company_002,SABIC,Aluminum,0.7,specialty,45.0,True,2025-07-20T02:27:33.500139
company_001,Saudi Aramco,General Waste,company_002,SABIC,Aluminum,0.7,specialty,45.0,True,2025-07-20T02:27:33.500139
company_001,Saudi Aramco,General Waste,company_002,SABIC,Aluminum,0.7,specialty,45.0,True,2025-07-20T02:27:33.500139
company_001,Saudi Aramco,General Waste,company_002,SABIC,Steel Scrap,0.7,specialty,45.0,True,2025-07-20T02:27:33.500139
company_001,Saudi Aramco,General Waste,company_002,SABIC,Generic Material - SABIC,0.7,specialty,45.0,True,2025-07-20T02:27:33.500139
company_001,Saudi Aramco,General Waste,company_002,SABIC,Sulfuric Acid,0.7,specialty,45.0,True,2025-07-20T02:27:33.500139
company_001,Saudi Aramco,General Waste,company_002,SABIC,Sodium Hydroxide,0.7,specialty,45.0,True,2025-07-20T02:27:33.500139
company_001,Saudi Aramco,General Waste,company_002,SABIC,Ethylene Glycol,0.7,specialty,45.0,True,2025-07-20T02:27:33.500139
company_001,Saudi Aramco,Packaging Materials,company_002,SABIC,Steel Scrap,0.7,specialty,540.0,True,2025-07-20T02:27:33.557327
company_001,Saudi Aramco,Packaging Materials,company_002,SABIC,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.557327
company_001,Saudi Aramco,Packaging Materials,company_002,SABIC,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.557327
company_001,Saudi Aramco,Packaging Materials,company_002,SABIC,Catalyst Waste,0.7,specialty,540.0,True,2025-07-20T02:27:33.557327
company_001,Saudi Aramco,Packaging Materials,company_002,SABIC,PVC Waste,0.7,specialty,540.0,True,2025-07-20T02:27:33.557327
company_001,Saudi Aramco,Packaging Materials,company_002,SABIC,Plastic Scraps,0.7,specialty,360.0,True,2025-07-20T02:27:33.557327
company_001,Saudi Aramco,Packaging Materials,company_002,SABIC,Polymer Waste,0.7,specialty,450.0,True,2025-07-20T02:27:33.557327
company_001,Saudi Aramco,Packaging Materials,company_002,SABIC,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.557327
company_001,Saudi Aramco,Lubricants,company_002,SABIC,Steel Scrap,0.7,specialty,1800.0,True,2025-07-20T02:27:33.599954
company_001,Saudi Aramco,Lubricants,company_002,SABIC,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.599954
company_001,Saudi Aramco,Lubricants,company_002,SABIC,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.599954
company_001,Saudi Aramco,Lubricants,company_002,SABIC,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:33.599954
company_001,Saudi Aramco,Lubricants,company_002,SABIC,Polyethylene,0.7,specialty,1620.0,True,2025-07-20T02:27:33.599954
company_001,Saudi Aramco,Lubricants,company_002,SABIC,Polypropylene,0.7,specialty,1800.0,True,2025-07-20T02:27:33.599954
company_001,Saudi Aramco,Lubricants,company_002,SABIC,PVC Waste,0.7,specialty,540.0,True,2025-07-20T02:27:33.599954
company_001,Saudi Aramco,Lubricants,company_002,SABIC,Plastic Scraps,0.7,specialty,360.0,True,2025-07-20T02:27:33.599954
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Aluminum Scrap,0.7,specialty,1315776.3843306492,True,2025-07-20T02:27:33.644617
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.644617
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.644617
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:33.644617
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Refinery Waste,0.7,specialty,90.0,True,2025-07-20T02:27:33.644617
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Gas Waste,0.7,specialty,18.0,True,2025-07-20T02:27:33.644617
company_002,SABIC,Aluminum,company_001,Saudi Aramco,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.644617
company_002,SABIC,Aluminum,company_003,Ma'aden,Steel Scrap,0.7,specialty,720.0,True,2025-07-20T02:27:33.644617
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Aluminum Scrap,0.7,specialty,1824005.7583253449,True,2025-07-20T02:27:33.694890
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.694890
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.694890
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:33.694890
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Refinery Waste,0.7,specialty,90.0,True,2025-07-20T02:27:33.694890
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Gas Waste,0.7,specialty,18.0,True,2025-07-20T02:27:33.694890
company_002,SABIC,Aluminum,company_001,Saudi Aramco,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.694890
company_002,SABIC,Aluminum,company_003,Ma'aden,Steel Scrap,0.7,specialty,720.0,True,2025-07-20T02:27:33.694890
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Aluminum Scrap,0.7,specialty,1824005.7583253449,True,2025-07-20T02:27:33.743114
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.743114
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.743114
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:33.743114
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Refinery Waste,0.7,specialty,90.0,True,2025-07-20T02:27:33.743114
company_002,SABIC,Aluminum,company_001,Saudi Aramco,Gas Waste,0.7,specialty,18.0,True,2025-07-20T02:27:33.743114
company_002,SABIC,Aluminum,company_001,Saudi Aramco,General Waste,0.7,specialty,45.0,True,2025-07-20T02:27:33.743114
company_002,SABIC,Aluminum,company_003,Ma'aden,Steel Scrap,0.7,specialty,720.0,True,2025-07-20T02:27:33.743114
company_002,SABIC,Steel Scrap,company_001,Saudi Aramco,Steel,0.7,specialty,1077249.2800454516,True,2025-07-20T02:27:33.784729
company_002,SABIC,Steel Scrap,company_001,Saudi Aramco,Generic Material - Saudi Aramco,0.7,specialty,1800.0,True,2025-07-20T02:27:33.784729
company_002,SABIC,Steel Scrap,company_001,Saudi Aramco,Sulfuric Acid,0.7,specialty,720.0,True,2025-07-20T02:27:33.784729
company_002,SABIC,Steel Scrap,company_001,Saudi Aramco,Sodium Hydroxide,0.7,specialty,1080.0,True,2025-07-20T02:27:33.784729
company_002,SABIC,Steel Scrap,company_001,Saudi Aramco,Ethylene Glycol,0.7,specialty,1350.0,True,2025-07-20T02:27:33.784729
company_002,SABIC,Steel Scrap,company_001,Saudi Aramco,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.784729
company_002,SABIC,Steel Scrap,company_001,Saudi Aramco,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.785733
company_002,SABIC,Steel Scrap,company_001,Saudi Aramco,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:33.785733
company_002,SABIC,Generic Material - SABIC,company_001,Saudi Aramco,Aluminum Scrap,0.7,specialty,1800.0,True,2025-07-20T02:27:33.832399
company_002,SABIC,Generic Material - SABIC,company_001,Saudi Aramco,Chemical Waste,0.7,specialty,180.0,True,2025-07-20T02:27:33.832399
company_002,SABIC,Generic Material - SABIC,company_001,Saudi Aramco,Solvent Waste,0.7,specialty,135.0,True,2025-07-20T02:27:33.832399
company_002,SABIC,Generic Material - SABIC,company_001,Saudi Aramco,Catalyst Waste,0.7,specialty,720.0,True,2025-07-20T02:27:33.832399
